# Desai and Sibois Model from 
# "Evaluating predicted diurnal and semi-diurnal tidal variation..." supporting material
#                                                                              X                 Y             UT1              LOD
#     gamma     l      l0       F       D      Omega    Doodson Period 	       Sin      Cos     Sin     Cos     Sin     Cos     Sin     Cos 
-	1	-1	1	-2	0	-2	136.654	1.1160941	0.07	0.27	-0.27	0.07	0.04	-0.02	-0.14	-0.25
-	1	1	0	-2	-2	-1	137.445	1.1136429	0.29	1.01	-1.01	0.29	0.17	-0.09	-0.52	-0.93
Rho1	1	1	0	-2	-2	-2	137.455	1.1134606	1.53	5.38	-5.38	1.53	0.88	-0.49	-2.76	-4.94
-	1	-1	0	0	-2	0	137.655	1.1126938	-0.09	-0.31	0.31	-0.09	-0.05	0.03	0.16	0.28
-	1	-1	0	0	-2	-1	137.665	1.1125117	0.03	0.1	-0.1	0.03	0.02	-0.01	-0.05	-0.09
-	1	1	1	-2	-2	-2	138.454	1.1100766	0.07	0.24	-0.24	0.07	0.04	-0.02	-0.13	-0.22
-	1	-2	0	-2	2	-2	143.755	1.0814566	-0.2	-0.39	0.39	-0.2	-0.05	0.04	0.22	0.3
-	1	0	-1	-2	0	-2	144.556	1.0789839	-0.23	-0.44	0.44	-0.23	-0.06	0.04	0.25	0.34
-	1	0	0	-2	0	0	145.535	1.0761465	-0.39	-0.73	0.73	-0.39	-0.09	0.07	0.42	0.55
-	1	0	0	-2	0	-1	145.545	1.0759762	12.84	23.85	-23.85	12.84	3.06	-2.37	-13.83	-17.86
O1	1	0	0	-2	0	-2	145.555	1.0758059	68.16	126.32	-126.32	68.16	16.18	-12.55	-73.3	-94.5
-	1	-2	0	0	0	0	145.755	1.0750901	-0.44	-0.81	0.81	-0.44	-0.1	0.08	0.47	0.6
-	1	-2	0	0	0	-1	145.765	1.0749201	-0.07	-0.13	0.13	-0.07	-0.02	0.01	0.08	0.1
-	1	0	1	-2	0	-2	146.554	1.0726466	0.21	0.38	-0.38	0.21	0.05	-0.04	-0.22	-0.28
Tau1	1	0	0	0	-2	0	147.555	1.0695055	-0.93	-1.6	1.6	-0.93	-0.2	0.16	0.94	1.16
-	1	0	0	0	-2	-1	147.565	1.0693373	0.2	0.35	-0.35	0.2	0.04	-0.03	-0.2	-0.25
-	1	0	1	0	-2	0	148.554	1.0663831	-0.06	-0.1	0.1	-0.06	-0.01	0.01	0.06	0.07
-	1	-1	0	-2	2	-1	153.645	1.040774	-0.13	-0.18	0.18	-0.13	-0.02	0.02	0.11	0.11
-	1	-1	0	-2	2	-2	153.655	1.0406147	-0.59	-0.79	0.79	-0.59	-0.08	0.08	0.47	0.51
-	1	1	0	-2	0	-1	155.445	1.0355394	-0.42	-0.55	0.55	-0.42	-0.06	0.05	0.32	0.35
-	1	1	0	-2	0	-2	155.455	1.0353817	-2.26	-2.96	2.96	-2.26	-0.31	0.29	1.74	1.88
-	1	-1	0	0	0	1	155.645	1.0348762	0.18	0.24	-0.24	0.18	0.02	-0.02	-0.14	-0.15
M1	1	-1	0	0	0	0	155.655	1.0347187	-6.28	-8.22	8.22	-6.28	-0.86	0.79	4.83	5.22
-	1	-1	0	0	0	-1	155.665	1.0345612	-1.26	-1.65	1.65	-1.26	-0.17	0.16	0.97	1.05
Chi1	1	1	0	0	-2	0	157.455	1.0295447	-1.2	-1.54	1.54	-1.2	-0.16	0.15	0.89	0.98
-	1	1	0	0	-2	-1	157.465	1.0293888	-0.26	-0.34	0.34	-0.26	-0.04	0.03	0.2	0.21
-	1	0	-2	-2	2	-2	161.557	1.0082815	0.08	0.1	-0.1	0.08	0.01	-0.01	-0.05	-0.07
Pi1	1	0	-1	-2	2	-2	162.556	1.0055058	2.02	2.55	-2.55	2.02	0.29	-0.21	-1.29	-1.8
-	1	0	0	-2	2	-1	163.545	1.0028934	-0.38	-0.49	0.49	-0.38	-0.06	0.04	0.24	0.35
P1	1	0	0	-2	2	-2	163.555	1.0027454	30.11	42.73	-42.73	30.11	5.22	-3.08	-19.3	-32.71
-	1	0	1	-2	2	-2	164.554	1.0000001	-0.28	-0.36	0.36	-0.28	-0.04	0.03	0.17	0.27
S1	1	0	-1	0	0	0	164.556	0.9999999	-0.8	-1.03	1.03	-0.8	-0.12	0.08	0.49	0.76
-	1	0	0	0	0	1	165.545	0.9974159	2.03	2.65	-2.65	2.03	0.32	-0.2	-1.24	-2.02
K1	1	0	0	0	0	0	165.555	0.9972696	-102.68	-134.45	134.45	-102.68	-16.29	9.95	62.69	102.63
-	1	0	0	0	0	-1	165.565	0.9971233	-13.97	-18.3	18.3	-13.97	-2.22	1.35	8.52	13.99
-	1	0	0	0	0	-2	165.575	0.9969771	0.3	0.39	-0.39	0.3	0.05	-0.03	-0.18	-0.3
Psi1	1	0	1	0	0	0	166.554	0.9945541	-0.49	-0.65	0.65	-0.49	-0.08	0.05	0.29	0.51
Phi1	1	0	0	2	-2	2	167.555	0.9918532	-1.25	-1.7	1.7	-1.25	-0.22	0.12	0.74	1.38
-	1	0	1	2	-2	2	168.554	0.9891671	-0.07	-0.1	0.1	-0.07	-0.01	0.01	0.04	0.08
Theta1	1	-1	0	0	2	0	173.655	0.9669565	-0.65	-1.3	1.3	-0.65	-0.23	0.05	0.34	1.48
-	1	-1	0	0	2	-1	173.665	0.966819	-0.13	-0.26	0.26	-0.13	-0.05	0.01	0.07	0.29
-	1	1	0	0	0	1	175.445	0.9625728	0.09	0.2	-0.2	0.09	0.04	-0.01	-0.05	-0.24
J1	1	1	0	0	0	0	175.455	0.9624365	-3.01	-6.81	6.81	-3.01	-1.26	0.24	1.54	8.25
-	1	1	0	0	0	-1	175.465	0.9623003	-0.6	-1.35	1.35	-0.6	-0.25	0.05	0.3	1.64
-	1	-1	0	2	0	2	175.655	0.9618636	0.05	0.1	-0.1	0.05	0.02	0	-0.02	-0.13
-	1	0	-1	0	2	0	182.556	0.9365694	0	-0.08	0.08	0	-0.02	0	0	0.13
SO1	1	0	0	0	2	0	183.555	0.9341741	-0.01	-1.21	1.21	-0.01	-0.31	0	0.02	2.1
-	1	0	0	0	2	-1	183.565	0.9340457	0	-0.24	0.24	0	-0.06	0	0	0.41
-	1	2	0	0	0	0	185.355	0.9299547	0.03	-0.61	0.61	0.03	-0.16	0	-0.01	1.11
-	1	2	0	0	0	-1	185.365	0.9298275	0.01	-0.12	0.12	0.01	-0.03	0	0	0.22
OO1	1	0	0	2	0	2	185.555	0.9294198	0.27	-4.09	4.09	0.27	-1.1	-0.01	-0.07	7.44
-	1	0	0	2	0	1	185.565	0.9292927	0.18	-2.62	2.62	0.18	-0.71	-0.01	-0.05	4.77
-	1	0	0	2	0	0	185.575	0.9291657	0.04	-0.55	0.55	0.04	-0.15	0	-0.01	1
-	1	1	0	0	2	0	193.455	0.9035416	0.1	-0.23	0.23	0.1	-0.07	0	-0.03	0.51
-	1	-1	0	2	2	2	193.655	0.9030366	0.08	-0.17	0.17	0.08	-0.06	0	-0.02	0.39
-	1	-1	0	2	2	1	193.665	0.9029166	0.05	-0.11	0.11	0.05	-0.04	0	-0.01	0.25
-	1	3	0	0	0	0	195.255	0.8995938	0.03	-0.06	0.06	0.03	-0.02	0	-0.01	0.13
Upsilon1	1	1	0	2	0	2	195.455	0.8990932	0.45	-0.93	0.93	0.45	-0.31	-0.02	-0.13	2.13
-	1	1	0	2	0	1	195.465	0.8989743	0.29	-0.6	0.6	0.29	-0.2	-0.01	-0.08	1.37
-	1	1	0	2	0	0	195.475	0.8988554	0.06	-0.13	0.13	0.06	-0.04	0	-0.02	0.29
-	1	0	0	2	2	2	1X3.555	0.8743808	0.12	-0.18	0.18	0.12	-0.06	0	-0.03	0.44
-	1	0	0	2	2	1	1X3.565	0.8742683	0.08	-0.11	0.11	0.08	-0.04	0	-0.02	0.28
-	1	2	0	2	0	2	1X5.355	0.8706832	0.11	-0.15	0.15	0.11	-0.05	0	-0.02	0.38
-	1	2	0	2	0	1	1X5.365	0.8705717	0.07	-0.1	0.1	0.07	-0.03	0	-0.01	0.24
-	1	1	0	2	2	2	1E3.455	0.8474877	0.04	-0.05	0.05	0.04	-0.02	0	0	0.13
-	2	-4	0	-2	0	-2	215.955	0.5595636	-0.01	0.04	0.09	0.01	-0.01	0	0	0.12
-	2	-2	0	-2	-2	-2	217.755	0.5580469	-0.07	0.15	0.36	0.06	-0.04	0	-0.01	0.5
-	2	0	0	-2	-4	-2	219.555	0.5565385	-0.05	0.08	0.21	0.04	-0.03	0	-0.01	0.3
-	2	-3	0	-2	0	-2	225.855	0.5484264	-0.35	0.13	0.6	0.22	-0.09	-0.01	-0.13	1.02
Epsilon2	2	-1	0	-2	-2	-2	227.655	0.5469695	-0.98	0.25	1.46	0.61	-0.22	-0.03	-0.38	2.58
-	2	-1	1	-2	-2	-2	228.654	0.5461516	-0.08	0.02	0.11	0.05	-0.02	0	-0.03	0.19
-	2	1	0	-2	-4	-2	229.455	0.5455203	-0.2	0.03	0.26	0.12	-0.04	-0.01	-0.08	0.49
-	2	-2	-1	-2	0	-2	234.756	0.5385167	0.07	0.01	-0.04	-0.04	0.01	0	0.03	-0.1
-	2	-2	0	-2	0	-1	235.745	0.5377665	0.19	0.02	-0.12	-0.11	0.02	0.01	0.08	-0.28
2N2	2	-2	0	-2	0	-2	235.755	0.5377239	-5.17	-0.5	3.14	2.97	-0.64	-0.18	-2.1	7.45
-	2	0	-1	-2	-2	-2	236.556	0.5371119	0.09	0.01	-0.05	-0.05	0.01	0	0.04	-0.13
-	2	-2	1	-2	0	-2	236.754	0.5369335	-0.08	-0.01	0.05	0.05	-0.01	0	-0.03	0.11
-	2	0	0	-2	-2	-1	237.545	0.5363655	0.25	0.03	-0.13	-0.14	0.03	0.01	0.1	-0.33
Mu2	2	0	0	-2	-2	-2	237.555	0.5363232	-6.57	-0.79	3.49	3.76	-0.75	-0.23	-2.65	8.74
-	2	0	1	-2	-2	-2	238.554	0.5355369	-0.46	-0.06	0.22	0.26	-0.05	-0.02	-0.18	0.58
-	2	2	0	-2	-4	-2	239.355	0.5349298	-0.21	-0.03	0.1	0.12	-0.02	-0.01	-0.08	0.26
-	2	-3	0	-2	2	-2	243.855	0.5287858	0.17	0.03	-0.04	-0.09	0.01	0.01	0.06	-0.15
-	2	-1	-1	-2	0	-2	244.656	0.5281939	0.44	0.07	-0.11	-0.25	0.03	0.01	0.16	-0.39
-	2	1	0	-4	0	-2	245.435	0.5276853	0.2	0.03	-0.05	-0.12	0.01	0.01	0.07	-0.18
-	2	-1	0	-2	0	-1	245.645	0.5274721	1.98	0.33	-0.47	-1.13	0.14	0.06	0.73	-1.71
N2	2	-1	0	-2	0	-2	245.655	0.5274312	-53.18	-8.81	12.56	30.3	-3.84	-1.64	-19.54	45.75
-	2	1	-1	-2	-2	-2	246.456	0.5268423	0.1	0.02	-0.02	-0.06	0.01	0	0.04	-0.08
-	2	0	0	-2	-1	-2	246.555	0.5267565	0.29	0.05	-0.07	-0.17	0.02	0.01	0.11	-0.24
-	2	-1	1	-2	0	-2	246.654	0.5266707	-0.51	-0.08	0.11	0.29	-0.04	-0.02	-0.18	0.42
-	2	1	0	-2	-2	-1	247.445	0.5261242	0.39	0.06	-0.08	-0.22	0.03	0.01	0.14	-0.32
Nu2	2	1	0	-2	-2	-2	247.455	0.5260835	-10.4	-1.68	2.2	5.94	-0.71	-0.31	-3.74	8.47
-	2	1	1	-2	-2	-2	248.454	0.5253269	-0.49	-0.08	0.1	0.28	-0.03	-0.01	-0.17	0.39
-	2	0	0	-4	2	-2	253.535	0.5190751	0.14	0.01	-0.02	-0.08	0.01	0	0.04	-0.09
-	2	-2	0	-2	2	-2	253.755	0.5188292	0.97	0.1	-0.14	-0.56	0.05	0.02	0.3	-0.63
-	2	0	-1	-2	0	-2	254.556	0.5182594	1.12	0.11	-0.16	-0.65	0.06	0.03	0.34	-0.71
-	2	0	0	-2	0	0	255.535	0.5176039	-0.17	-0.02	0.02	0.1	-0.01	0	-0.05	0.11
-	2	0	0	-2	0	-1	255.545	0.5175644	12.19	1.08	-1.74	-7.14	0.63	0.3	3.68	-7.68
M2	2	0	0	-2	0	-2	255.555	0.5175251	-326.96	-28.72	46.64	191.61	-16.94	-8.11	-98.46	205.67
-	2	-2	0	0	0	0	255.755	0.5173593	-0.19	-0.02	0.03	0.11	-0.01	0	-0.06	0.12
-	2	0	1	-2	0	-2	256.554	0.5167928	-1	-0.08	0.14	0.59	-0.05	-0.02	-0.29	0.62
-	2	2	0	-2	-2	-2	257.355	0.5162275	0.19	0.01	-0.03	-0.11	0.01	0	0.05	-0.12
-	2	0	0	0	-2	0	257.555	0.5160626	-0.39	-0.03	0.06	0.23	-0.02	-0.01	-0.11	0.24
-	2	0	0	0	-2	-1	257.565	0.5160234	0.19	0.01	-0.03	-0.11	0.01	0	0.05	-0.11
-	2	-1	-1	-2	2	-2	262.656	0.5099516	0.12	0	-0.02	-0.07	0.01	0	0.03	-0.07
-	2	-1	0	-2	2	-1	263.645	0.5092787	-0.11	0.01	0.02	0.07	-0.01	0	-0.03	0.07
Lambda2	2	-1	0	-2	2	-2	263.655	0.5092406	2.52	-0.14	-0.48	-1.54	0.12	0.05	0.57	-1.49
-	2	1	0	-2	0	-1	265.445	0.5080221	-0.35	0.03	0.07	0.22	-0.02	-0.01	-0.07	0.21
L2	2	1	0	-2	0	-2	265.455	0.5079842	9.66	-0.81	-2	-5.95	0.46	0.16	2.04	-5.75
-	2	-1	0	0	0	0	265.655	0.5078245	-2.42	0.21	0.51	1.49	-0.12	-0.04	-0.51	1.44
-	2	-1	0	0	0	-1	265.665	0.5077866	-1.07	0.09	0.22	0.66	-0.05	-0.02	-0.22	0.64
-	2	-1	0	0	0	-2	265.675	0.5077487	-0.15	0.01	0.03	0.09	-0.01	0	-0.03	0.09
-	2	1	0	0	-2	0	267.455	0.5065751	-0.46	0.05	0.11	0.29	-0.02	-0.01	-0.09	0.28
-	2	1	0	0	-2	-1	267.465	0.5065373	-0.22	0.03	0.05	0.14	-0.01	0	-0.04	0.13
-	2	0	-2	-2	2	-2	271.557	0.5013726	-0.36	0.1	0.12	0.23	-0.02	0	-0.05	0.25
T2	2	0	-1	-2	2	-2	272.556	0.5006854	-8.89	2.57	3.2	5.78	-0.49	-0.08	-1.04	6.14
-	2	0	0	-2	2	-1	273.545	0.5000368	-0.34	0.11	0.13	0.22	-0.02	0	-0.04	0.24
S2	2	0	0	-2	2	-2	273.555	0.5	-134.55	69.53	70.34	85.37	-8.44	-0.71	-8.92	106.06
R2	2	0	1	-2	2	-2	274.554	0.4993165	1.25	-0.42	-0.5	-0.82	0.07	0.01	0.12	-0.91
-	2	0	-1	0	0	0	274.556	0.4993164	-0.32	0.11	0.13	0.21	-0.02	0	-0.03	0.23
-	2	0	0	0	0	1	275.545	0.4986714	0.52	-0.19	-0.22	-0.34	0.03	0	0.04	-0.38
K2	2	0	0	0	0	0	275.555	0.4986348	-40.28	14.62	17.05	26.66	-2.37	-0.27	-3.4	29.86
-	2	0	0	0	0	-1	275.565	0.4985982	-12	4.37	5.09	7.95	-0.71	-0.08	-1.01	8.91
-	2	0	0	0	0	-2	275.575	0.4985616	-1.3	0.48	0.55	0.86	-0.08	-0.01	-0.11	0.97
-	2	0	1	0	0	0	276.554	0.497955	-0.31	0.12	0.14	0.21	-0.02	0	-0.02	0.24
-	2	0	0	2	-2	2	277.555	0.497277	-0.27	0.11	0.13	0.18	-0.02	0	-0.02	0.21
Zeta2	2	-1	0	0	2	0	283.655	0.4909396	-0.37	0.27	0.28	0.26	-0.03	0	0.03	0.39
-	2	-1	0	0	2	-1	283.665	0.4909041	-0.16	0.12	0.12	0.12	-0.01	0	0.01	0.17
Eta2	2	1	0	0	0	0	285.455	0.4897717	-1.86	1.5	1.58	1.36	-0.16	0.01	0.19	2.11
-	2	1	0	0	0	-1	285.465	0.4897365	-0.81	0.65	0.69	0.59	-0.07	0.01	0.08	0.92
-	2	1	0	0	0	-2	285.475	0.4897012	-0.09	0.07	0.08	0.07	-0.01	0	0.01	0.1
-	2	0	0	0	2	0	293.555	0.4823456	-0.23	0.34	0.36	0.19	-0.03	0.01	0.09	0.43
-	2	0	0	0	2	-1	293.565	0.4823114	-0.1	0.15	0.15	0.08	-0.01	0	0.04	0.19
-	2	2	0	0	0	0	295.355	0.4812183	-0.11	0.17	0.19	0.09	-0.02	0	0.05	0.22
-	2	0	0	2	0	2	295.555	0.481075	-0.34	0.56	0.59	0.29	-0.05	0.01	0.15	0.71
-	2	0	0	2	0	1	295.565	0.4810409	-0.29	0.48	0.51	0.25	-0.05	0.01	0.13	0.61
-	2	0	0	2	0	0	295.575	0.4810069	-0.1	0.16	0.17	0.08	-0.02	0	0.04	0.2
-	2	1	0	2	0	2	2X5.455	0.47282	-0.04	0.13	0.14	0.04	-0.01	0	0.04	0.17
-	2	1	0	2	0	1	2X5.465	0.4727871	-0.03	0.11	0.12	0.04	-0.01	0	0.04	0.14
